2	28	4	2	2	5	4	4	5	4	2	4	3	6	4	3	3	2	3	1
2	33	4	2	3	3	2	3	3	3	5	5	5	5	4	4	5	4	4	3
1	36	4	2	4	6	5	7	6	7	6	5	4	3	5	5	4	4	5	6
2	39	4	2	2	2	1	2	4	1	4	3	4	3	5	5	4	5	6	3
2	46	3	2	2	5	3	2	3	2	5	5	6	3	7	3	3	5	5	5
1	45	4	2	3	5	4	3	3	4	6	5	6	4	5	5	6	6	7	3
1	35	4	2	2	2	1	2	2	3	6	5	6	3	5	6	5	6	5	5
2	43	4	2	3	4	4	5	5	4	3	4	3	4	3	4	3	4	4	2
2	45	3	2	3	5	4	3	5	3	4	3	4	4	4	5	4	3	4	3
2	27	3	2	5	3	5	2	6	5	4	3	5	2	4	2	4	5	5	2
2	24	4	1	1	2	1	3	4	2	5	4	5	1	7	4	5	7	5	4
2	23	4	1	2	5	3	1	5	4	2	1	3	1	3	3	4	4	1	2
1	38	4	2	4	6	2	1	4	3	5	3	6	4	5	5	4	6	4	3
1	45	3	2	2	5	4	6	6	3	4	3	6	3	5	5	5	3	5	2
2	27	4	1	3	6	5	5	7	7	1	1	1	4	1	1	2	2	2	1
2	47	3	2	2	1	3	2	1	2	2	5	6	3	5	5	6	6	7	5
2	31	4	2	3	5	5	4	5	5	3	3	2	2	3	2	2	2	5	2
2	26	4	1	2	5	4	6	6	5	4	4	3	5	5	4	3	3	2	1
1	30	5	2	4	5	4	4	5	4	3	3	3	3	3	4	4	3	3	2
1	23	4	1	2	2	1	5	4	2	6	6	7	6	5	6	6	7	5	3
1	32	5	2	1	4	2	2	4	2	3	3	4	1	5	4	5	5	4	2
1	39	4	2	1	1	2	1	2	1	5	5	6	3	6	6	6	7	7	6
2	26	4	2	2	3	2	2	3	2	5	5	5	4	5	5	6	7	5	3
2	33	4	2	2	3	1	1	3	2	5	4	6	3	5	5	6	6	4	1
1	36	3	2	3	4	1	2	4	2	1	1	2	2	2	3	4	4	3	1
1	26	4	1	1	2	1	3	5	2	2	2	5	4	6	5	5	6	7	3
1	59	3	2	3	5	4	4	5	3	5	3	4	3	5	4	3	5	3	2
1	30	4	1	3	4	3	5	3	3	5	4	3	3	2	4	5	4	6	4
2	31	3	2	3	5	4	4	6	7	2	2	1	3	3	2	3	3	2	4
2	29	4	2	2	3	6	5	4	2	5	4	5	3	5	3	4	5	4	3
2	25	3	2	5	4	5	6	5	6	2	3	4	2	2	2	1	1	1	1
1	28	3	2	1	4	2	3	3	2	5	4	5	3	5	3	6	5	4	1
2	35	3	2	3	2	1	3	2	2	4	3	5	3	4	5	4	5	5	3
1	28	4	2	2	3	3	2	3	2	3	2	3	2	4	5	6	7	7	6
2	33	4	2	1	5	3	4	5	7	1	2	3	3	3	2	4	3	4	1
2	30	4	2	1	3	2	3	4	3	4	3	4	2	4	5	4	5	5	4
1	20	4	1	2	1	1	1	1	3	1	2	5	5	4	3	3	3	1	1
2	53	2	3	4	4	5	4	5	5	2	1	2	3	2	1	1	2	3	1
1	57	4	2	3	5	2	2	4	5	5	5	4	6	5	6	6	6	7	6
2	37	5	2	1	2	1	1	2	2	5	5	6	2	6	6	6	6	7	5
2	27	4	2	3	3	2	4	3	4	3	1	4	3	4	5	4	5	3	2
1	36	2	2	3	5	5	4	5	5	4	5	4	3	2	4	3	4	4	1
2	32	5	2	2	3	4	2	4	3	4	3	4	3	5	2	6	5	6	1
2	30	4	2	4	6	4	3	4	5	2	2	1	5	5	2	3	2	3	1
1	41	4	2	1	5	6	5	6	6	2	3	5	2	5	6	2	3	2	1
1	30	4	1	2	2	3	5	3	3	1	2	5	2	5	5	6	6	5	3
2	30	5	2	2	3	2	3	5	5	3	3	3	3	4	3	3	3	5	4
1	40	4	2	2	4	4	2	4	3	5	5	6	5	5	4	4	5	5	4
2	36	4	2	3	5	1	1	6	5	1	1	2	1	2	3	4	4	3	2
2	35	4	2	4	4	4	5	5	4	3	4	5	2	4	4	3	3	3	3
2	26	4	1	2	2	3	1	4	4	4	4	5	3	4	5	5	6	4	3
2	33	4	2	4	5	3	3	2	1	3	3	5	3	4	5	7	5	6	4
2	28	4	2	5	7	1	2	7	4	1	1	3	3	3	1	4	3	1	1
2	27	3	2	2	3	3	4	3	4	4	3	4	3	5	4	4	4	5	4
2	29	4	2	2	6	7	4	6	5	2	1	3	3	4	2	3	4	3	1
1	48	4	2	1	3	3	1	3	3	4	2	4	3	5	3	3	5	5	3
2	32	4	2	1	5	2	3	4	3	2	1	4	2	4	5	4	5	5	2
1	22	4	1	2	5	3	5	7	3	7	4	3	5	5	2	3	4	5	1
1	35	5	2	2	2	1	1	1	1	5	5	7	4	7	6	6	7	6	6
1	40	4	2	4	1	1	1	1	2	7	7	7	6	2	7	6	7	7	6
1	28	4	2	6	7	6	2	6	6	2	1	2	2	2	2	2	3	2	1
2	30	5	2	3	2	3	3	5	2	3	1	5	1	4	5	6	6	7	3
2	33	4	2	3	3	2	4	4	3	4	3	4	4	5	3	4	4	3	3
2	23	4	1	3	4	2	4	4	5	5	6	5	2	3	3	4	5	5	2
2	30	4	2	1	6	6	7	7	6	2	3	2	2	3	2	2	2	1	1
1	28	4	2	2	7	7	5	6	7	2	1	1	2	1	2	3	3	3	2
2	32	4	2	3	1	2	1	1	2	6	7	6	2	5	5	6	5	7	5
1	34	4	2	3	1	1	1	1	1	3	1	5	3	5	5	5	6	6	4
2	32	4	2	5	3	1	3	6	7	3	3	2	5	5	5	4	5	6	1
1	40	4	2	1	5	5	5	4	4	4	4	3	4	4	1	3	3	3	1
2	32	4	2	2	3	4	2	4	3	4	3	4	2	4	5	3	5	6	4
2	40	4	2	4	5	5	5	6	5	5	6	5	4	5	4	5	5	5	5
2	25	4	1	2	3	3	5	5	5	3	2	2	1	3	3	2	3	2	2
2	40	4	2	4	6	5	5	5	5	5	4	4	4	4	5	5	5	5	5
1	33	4	2	1	2	1	3	1	2	1	6	7	6	7	5	5	6	7	5
1	29	4	1	2	3	1	4	3	1	5	5	6	4	5	4	5	6	6	3
2	24	4	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5
1	27	4	1	1	1	1	5	2	3	5	5	5	4	6	4	4	5	4	4
2	22	3	2	3	4	1	2	2	1	4	4	2	1	3	6	5	6	6	4
1	30	4	1	4	4	3	2	3	3	3	3	4	4	3	4	4	4	3	2
1	42	4	2	2	3	6	6	5	5	2	2	2	3	2	3	3	3	4	2
2	29	4	2	1	2	1	1	1	2	5	5	5	5	6	7	6	7	7	6
1	29	4	2	2	5	6	5	5	6	3	3	4	4	3	3	4	4	3	3
1	39	4	2	2	4	3	5	3	4	5	3	4	6	5	3	4	6	5	2
2	35	3	2	2	5	3	3	4	3	5	5	6	5	4	2	5	7	5	2
2	29	4	2	2	5	5	3	6	5	3	2	4	1	4	4	3	3	4	2
2	33	4	2	3	3	3	5	3	5	5	6	5	6	5	5	6	5	5	2
1	34	4	2	1	1	2	1	3	1	4	4	5	4	6	6	5	7	7	3
2	47	4	2	2	2	3	2	2	1	4	5	6	5	5	5	4	6	6	5
1	48	3	2	3	2	3	4	6	3	2	3	1	2	2	2	4	5	1	3
2	30	4	2	1	2	2	1	3	1	5	4	5	3	5	4	4	5	5	6
2	28	5	2	3	5	5	7	6	4	1	3	3	1	3	5	4	4	6	2
2	23	4	1	2	5	4	5	6	5	3	3	3	4	3	3	4	3	2	3
1	37	4	2	3	5	5	6	6	5	2	2	3	2	2	2	2	1	3	2
2	28	3	1	5	4	2	2	4	2	2	5	5	3	4	3	3	4	3	1
1	30	3	2	4	7	4	2	4	2	4	2	2	1	4	4	4	5	4	1
1	35	3	2	1	7	7	1	7	4	1	1	2	1	4	7	1	1	6	1
2	32	4	2	2	1	2	3	1	2	5	5	6	5	6	7	6	7	6	5
2	52	2	2	1	6	6	5	4	5	3	4	3	5	4	4	5	5	4	2
2	28	4	1	3	2	1	1	2	1	4	4	5	4	6	6	5	6	6	5
1	28	3	2	1	5	2	2	4	3	2	3	4	2	5	3	5	6	5	3
2	35	4	2	2	1	1	2	1	2	4	4	5	4	6	6	5	6	6	5
2	30	4	1	2	3	2	1	2	2	1	2	4	3	2	5	4	5	4	3
2	29	4	2	5	7	5	4	6	7	2	1	2	1	2	1	2	4	5	1
2	33	4	2	4	5	3	3	4	3	5	5	4	4	5	4	5	5	6	5
2	18	4	1	2	4	1	2	6	5	4	3	5	2	4	4	3	5	3	3
2	30	4	1	3	5	4	5	4	3	4	5	5	3	6	5	4	5	3	2
2	28	4	2	5	5	6	5	6	4	2	2	3	3	3	5	6	7	5	3
2	24	4	2	3	3	3	4	5	3	4	4	4	4	5	4	4	5	4	3
2	34	4	2	1	2	2	1	1	2	3	2	1	1	1	6	5	7	6	6
2	35	4	2	2	3	3	2	2	2	5	5	6	4	5	4	5	5	5	5
1	41	3	2	1	3	3	5	4	3	4	4	4	4	5	5	5	6	5	3
1	32	4	2	1	5	4	4	4	3	5	4	4	3	4	5	5	5	6	1
1	32	4	2	2	5	6	6	7	6	3	4	5	3	6	2	3	2	2	1
1	42	5	2	3	4	3	4	3	2	3	2	3	4	3	3	4	3	5	2
2	33	3	2	5	4	6	4	6	5	5	6	6	6	5	5	6	5	6	7
1	49	4	2	4	3	2	1	1	1	4	4	4	3	4	6	4	6	6	4
2	32	4	2	4	6	6	3	6	3	4	4	5	3	4	2	4	4	2	1
2	24	4	1	2	1	2	1	3	2	5	4	6	2	6	4	3	5	2	1
2	25	4	2	3	7	5	7	5	3	5	4	5	4	3	3	4	2	2	4
2	45	3	2	3	5	5	5	6	4	2	2	2	4	3	2	2	2	2	1
2	29	4	2	4	5	3	3	2	4	4	3	3	2	4	6	4	4	6	3
1	38	4	2	1	5	4	2	5	3	4	4	5	4	4	3	4	5	3	2
2	28	4	2	2	4	4	3	5	4	3	4	4	4	5	5	4	5	5	3
2	38	4	2	2	2	1	4	4	2	4	2	5	1	4	4	4	5	6	5
2	41	4	2	3	4	4	2	5	4	3	3	4	3	3	3	3	4	5	3
2	26	4	2	4	7	2	1	3	3	2	3	4	4	5	7	7	7	7	6
2	34	3	2	3	6	5	6	7	5	2	1	2	1	2	2	1	3	6	2
1	43	3	2	5	5	6	4	5	5	3	4	4	4	4	3	3	4	1	1
2	25	4	1	5	4	3	3	3	2	4	4	6	3	7	5	5	5	4	2
2	28	5	2	2	4	4	5	5	6	3	3	4	4	3	3	4	4	3	2
2	30	4	1	3	3	3	5	6	5	3	4	3	4	5	4	3	4	4	3
2	28	4	2	2	2	2	6	2	2	6	5	4	2	4	4	4	3	5	5
2	26	4	2	2	1	2	4	3	2	4	4	6	6	5	5	7	6	4	3
1	17	4	1	2	5	3	6	4	3	3	2	5	4	5	5	6	6	3	2
1	36	4	2	2	2	2	1	2	1	6	6	6	6	6	6	6	6	6	6
1	53	4	2	2	1	3	1	3	1	5	4	6	3	5	5	4	5	6	7
2	30	5	2	3	2	2	4	5	4	3	2	4	2	5	2	1	4	2	5
1	30	4	2	3	2	2	5	5	4	4	3	2	6	5	2	1	1	2	1
1	28	4	2	1	7	1	7	7	7	1	1	1	1	1	1	1	1	1	1
2	33	4	2	1	7	1	4	1	2	3	4	5	5	6	6	5	7	7	6
2	28	4	2	4	5	3	1	4	3	4	2	2	2	4	2	4	5	6	3
1	30	4	2	2	3	1	1	2	3	7	5	6	3	5	3	5	5	4	3
2	32	4	2	2	4	5	5	6	5	4	3	4	5	4	3	4	3	3	2
1	48	4	2	2	5	6	1	3	4	2	4	3	2	4	3	4	2	6	3
1	31	5	2	2	3	3	2	4	3	4	4	5	4	5	5	5	7	5	3
1	31	4	2	2	5	3	4	3	4	3	5	3	6	4	4	6	5	3	5
2	28	5	2	2	5	4	6	5	5	3	3	2	4	3	3	4	3	3	2
2	30	4	2	1	5	5	5	5	6	5	6	5	4	5	5	6	5	6	1
1	29	4	2	1	2	1	1	4	4	3	4	4	3	5	5	4	6	5	3
2	32	4	2	1	2	1	1	2	2	5	4	5	3	5	6	5	6	5	4
2	32	3	2	2	4	3	5	4	5	3	3	3	2	3	3	3	4	3	3
2	48	4	2	4	3	2	3	5	3	5	3	6	3	6	5	3	6	6	6
1	39	4	2	2	6	5	5	6	6	2	2	3	2	1	1	3	1	1	2
1	26	4	1	1	2	7	2	7	6	1	1	3	3	4	5	2	3	1	1
1	45	3	2	5	3	1	1	2	1	6	6	6	5	6	6	6	7	6	6
2	38	3	2	3	3	3	2	2	2	5	5	5	4	5	6	6	6	6	4
2	28	4	2	2	5	4	2	6	5	2	2	3	3	4	3	4	5	3	1
2	33	4	2	3	6	4	3	6	1	3	3	4	3	4	5	4	6	5	2
2	32	3	2	2	5	3	5	6	6	2	2	3	3	4	4	3	4	6	3
2	34	4	2	1	4	2	1	4	2	5	4	6	4	5	6	5	6	5	3
1	34	3	2	2	3	3	2	1	2	5	6	5	4	6	5	6	7	5	4
2	30	4	2	2	5	6	6	7	7	3	1	3	3	4	2	4	4	3	2
2	24	4	1	4	5	3	3	5	3	1	1	2	1	2	4	5	6	1	2
2	30	4	2	4	4	3	2	2	2	2	4	4	4	4	4	5	6	5	4
2	30	3	2	4	3	4	3	2	2	5	6	7	7	5	7	6	7	5	4
2	37	4	2	2	5	3	5	5	5	2	1	3	4	3	3	2	3	2	1
2	32	4	2	2	1	2	1	2	1	5	6	7	5	6	5	6	7	5	6
2	26	4	1	2	3	1	2	5	2	5	2	5	4	5	4	5	4	3	1
2	35	4	2	2	2	1	1	2	1	5	4	5	5	6	5	6	6	5	4
2	36	4	2	3	3	4	5	5	4	5	5	6	6	5	5	6	5	6	5
1	39	4	2	6	6	6	3	5	3	7	6	4	1	3	3	3	4	5	2
1	29	4	2	1	6	4	2	5	3	5	4	4	7	7	4	5	6	7	5
1	35	4	2	3	5	3	1	2	1	5	4	5	4	6	6	7	5	6	1
1	31	3	1	1	7	5	6	7	5	2	1	4	3	4	3	2	4	5	4
1	37	4	2	2	6	7	2	6	5	2	1	3	3	1	3	1	3	5	1
1	36	4	2	1	2	1	1	3	1	6	5	5	2	5	6	5	5	6	6
2	32	4	2	3	5	2	1	4	3	5	1	3	1	4	5	4	6	3	2
1	32	4	2	2	1	3	5	4	3	4	3	3	4	3	3	3	3	5	1
2	28	4	2	2	3	1	1	2	1	3	2	4	1	4	4	4	5	4	3
2	32	4	2	4	2	1	1	2	1	5	4	6	5	6	5	6	7	5	6
2	31	4	2	4	4	3	2	4	4	3	2	3	3	4	4	4	5	4	3
1	36	4	2	3	4	4	5	5	5	6	5	2	1	2	1	2	4	6	1
2	24	4	1	6	7	5	3	7	6	1	1	1	1	3	2	4	3	3	4
1	43	4	2	5	5	6	5	6	5	3	2	3	4	3	3	2	3	3	1
2	20	4	1	4	3	3	2	2	2	3	3	4	5	5	5	5	5	6	3
1	29	4	1	6	7	6	6	7	6	2	2	1	4	2	1	2	2	2	1
2	48	2	2	3	6	5	2	5	5	4	4	5	2	2	1	2	3	1	1
2	25	4	1	6	7	5	3	5	6	1	1	2	6	2	3	3	4	3	1
1	25	1	1	6	7	7	4	7	6	1	1	1	2	1	1	1	1	1	1
2	33	4	2	5	4	2	2	2	2	5	5	4	3	4	6	5	6	5	1
2	37	4	2	6	6	6	5	4	5	2	3	2	2	4	3	2	1	2	2
1	39	4	2	5	6	6	5	5	5	3	2	2	2	2	2	2	2	2	2
2	25	4	1	5	4	5	2	7	5	1	1	2	1	2	4	3	4	3	5
1	37	2	1	6	6	5	3	4	5	7	5	6	3	4	4	7	6	5	2
1	21	4	1	6	4	1	1	2	2	5	3	5	5	5	4	3	4	5	2
1	22	5	1	5	3	2	1	2	2	5	4	5	6	6	7	6	7	7	5
2	24	4	1	5	3	2	4	6	5	1	1	3	3	1	3	4	5	2	1
2	24	4	1	6	5	3	4	5	3	5	4	3	5	4	2	4	3	1	2
2	32	4	2	6	6	5	2	6	2	5	4	5	6	6	6	6	7	6	7
2	23	4	1	5	7	5	6	6	7	3	2	1	3	3	3	2	1	2	2
2	25	4	2	4	6	3	2	7	5	3	2	3	1	3	2	1	3	1	1
1	47	4	2	4	6	5	5	4	4	4	5	5	4	5	4	5	4	5	4
2	24	2	2	5	1	1	2	3	7	2	2	4	1	4	6	5	6	4	2
2	23	4	2	6	3	2	5	3	4	4	3	5	2	3	4	2	1	5	3
2	42	4	2	5	6	2	2	5	4	4	4	4	4	3	5	5	6	5	4
2	30	4	2	6	7	6	1	7	7	1	2	3	1	4	5	4	5	5	4
1	39	4	2	4	4	2	1	2	3	4	4	4	4	4	4	4	4	4	3
1	35	4	2	6	5	4	3	7	5	2	3	4	3	4	2	4	2	5	3
1	37	4	2	6	5	3	4	5	6	4	5	3	3	3	5	4	3	2	1
2	26	4	2	5	4	3	3	4	3	5	5	4	5	5	5	4	4	3	4
2	35	4	2	6	3	2	1	5	4	2	1	2	1	2	4	3	5	4	3
1	60	3	2	6	6	5	2	7	4	2	2	3	3	4	2	3	5	4	1
2	29	4	2	5	5	5	5	7	5	2	2	3	3	2	3	2	3	4	2
1	54	5	2	4	4	2	4	3	4	3	3	4	4	5	3	4	4	3	2
2	32	4	2	6	4	3	3	6	4	2	1	3	1	3	5	4	4	5	2
2	33	4	1	4	5	5	5	5	5	3	3	3	4	4	4	4	4	4	3
2	32	5	2	3	3	3	2	4	2	4	3	4	3	4	3	4	5	6	3
2	32	3	1	3	4	1	1	1	1	1	1	4	4	4	7	7	7	7	1
2	27	4	2	6	4	2	4	5	3	3	2	4	5	4	3	2	5	4	1
1	31	4	2	4	4	2	1	4	3	3	3	4	3	5	5	5	6	4	3
2	30	4	2	4	2	2	1	3	2	4	4	6	4	6	5	5	6	5	7
2	29	4	2	4	2	2	1	5	3	3	3	4	4	5	4	5	6	4	3
1	42	4	2	6	5	4	2	5	2	4	4	5	3	5	5	5	6	5	5
1	58	3	2	4	4	3	4	4	3	5	5	6	3	5	5	5	6	7	5
2	22	4	1	5	4	3	2	4	2	6	4	6	3	5	5	4	6	3	2
2	36	4	2	6	6	4	3	5	5	2	3	4	5	4	3	4	5	4	2
1	23	4	1	5	5	4	4	5	4	3	3	4	3	4	4	4	5	5	4
1	35	4	2	5	4	3	4	5	4	3	2	3	2	4	3	3	5	5	2
1	31	4	2	5	2	2	1	2	2	6	4	4	3	5	6	6	7	5	3
2	30	4	2	5	4	3	3	3	2	6	5	6	2	6	7	5	6	4	2
1	49	5	2	6	6	6	5	6	5	1	2	1	2	3	3	2	3	2	1
1	42	4	2	5	4	3	1	3	4	6	6	5	2	5	6	5	4	4	3
2	30	4	2	5	4	2	1	5	3	4	3	4	2	4	5	5	6	5	5
1	35	4	2	4	3	2	5	3	2	5	6	5	6	7	5	4	6	7	1
2	31	4	2	6	5	3	2	7	2	1	2	2	1	4	5	3	6	7	3
2	36	4	2	6	6	5	1	5	2	4	4	5	5	5	6	6	6	6	5
1	26	4	2	6	7	7	7	7	7	3	3	2	1	3	4	4	7	7	3
1	28	4	2	5	6	4	7	6	6	2	3	3	2	3	2	4	3	4	1
2	26	4	2	5	6	6	3	6	4	3	3	1	1	4	5	5	6	5	6
2	33	4	2	5	6	2	1	7	4	3	1	4	1	4	1	3	4	7	1
2	33	4	2	3	6	4	3	5	3	5	4	3	3	5	6	5	4	4	6
2	29	5	2	5	3	2	2	4	3	3	3	2	3	4	4	4	5	2	2
2	25	4	1	4	2	3	2	2	1	4	3	4	4	5	6	7	6	5	6
2	48	4	2	5	6	1	1	5	6	2	3	4	2	4	5	5	4	5	2
2	27	4	2	4	3	3	3	2	3	5	4	5	3	4	4	4	5	5	4
2	31	4	2	6	6	6	4	5	5	3	3	4	3	3	3	3	2	4	2
1	29	4	2	3	2	1	1	2	1	4	2	2	1	4	5	6	7	6	4
2	26	3	2	6	6	5	2	6	4	2	1	3	3	2	4	5	5	5	4
2	29	4	1	6	6	7	3	7	7	1	1	1	2	2	1	1	1	1	1
1	37	4	2	4	4	3	2	3	2	4	3	4	3	5	5	5	6	6	4
1	29	4	1	5	5	3	4	6	4	4	3	5	4	4	3	4	4	2	2
2	27	4	2	6	6	1	1	7	4	1	1	3	2	3	4	2	4	2	2
2	22	4	1	4	5	2	3	5	4	3	1	2	2	2	4	3	4	2	1
1	20	4	1	5	4	5	2	5	4	2	1	2	4	2	2	3	2	1	4
1	34	5	2	6	6	7	4	7	5	4	5	6	3	4	5	5	6	5	6
1	30	4	1	6	6	5	1	5	4	5	2	3	1	3	1	1	2	3	2
2	32	4	2	6	7	5	2	6	6	2	1	2	4	4	2	4	5	5	2
2	30	4	1	6	5	5	3	5	4	3	1	3	3	6	3	4	4	2	1
2	28	4	1	6	7	4	7	7	6	2	2	3	2	3	2	1	1	2	3
2	29	4	2	6	7	4	2	5	4	1	1	4	3	5	5	5	7	6	3
2	23	4	2	5	3	2	2	3	1	5	3	5	3	6	5	4	6	5	3
1	36	5	2	5	5	3	1	5	2	4	3	2	4	6	6	5	7	6	5
2	38	3	2	5	7	4	4	5	4	1	2	2	1	2	4	3	3	4	3
1	35	4	2	5	6	5	4	6	4	2	3	2	3	2	2	3	3	2	2
1	39	5	2	1	1	1	1	1	1	6	6	6	4	6	6	6	6	6	6
2	31	4	2	4	5	3	2	2	2	4	4	3	4	5	3	4	3	3	1
2	27	4	1	5	7	5	4	6	5	3	2	4	5	4	3	4	3	2	1
2	32	4	2	4	5	6	2	5	2	3	2	4	5	6	3	5	6	5	2
1	18	3	1	6	5	5	4	7	5	2	2	3	4	3	4	4	3	2	1
2	27	4	2	4	2	4	1	2	3	2	1	4	3	5	2	1	2	1	1
2	28	4	2	5	2	1	2	1	2	3	2	4	3	5	6	5	6	6	7
2	22	4	1	5	5	5	5	5	6	3	3	2	3	3	2	2	3	2	1
1	33	5	1	4	1	1	5	2	1	6	6	6	4	6	5	6	6	4	4
1	22	4	1	5	5	5	4	6	4	4	4	3	2	2	3	3	2	2	4
1	43	4	2	3	2	1	2	1	2	5	6	7	5	6	5	6	5	7	3
2	25	4	1	5	4	3	2	4	6	2	1	4	3	4	5	6	7	3	1
2	33	2	2	5	2	1	1	4	2	1	1	3	2	4	4	4	4	6	1
2	48	3	2	6	5	3	2	5	4	1	1	3	1	3	3	4	5	5	4
1	35	3	2	4	6	3	4	5	3	4	4	5	2	6	4	3	4	5	3
2	28	4	2	5	5	6	5	5	4	3	3	2	2	2	6	5	6	5	5
2	32	4	1	5	7	4	3	6	2	4	5	6	4	6	5	6	5	5	3
2	24	4	2	5	3	3	2	4	2	4	3	5	4	6	5	6	6	5	3
1	26	4	1	6	6	5	4	6	5	3	2	3	3	3	4	3	3	2	1
2	32	5	2	5	5	3	2	5	3	2	1	4	2	5	1	3	6	1	1
2	30	4	2	6	5	1	1	4	1	5	4	5	5	5	5	6	6	7	4
2	34	4	2	2	1	1	1	2	1	5	5	6	4	6	6	6	7	5	5
1	20	4	1	6	4	4	5	6	7	3	2	1	2	2	5	5	4	1	1
2	34	5	2	6	6	6	5	6	5	4	3	5	3	4	5	5	6	5	6
2	32	4	1	5	7	5	6	7	6	3	2	3	3	3	5	4	5	5	3
1	35	3	2	5	5	2	3	2	3	2	1	6	3	6	6	5	7	7	5
2	34	4	2	3	3	2	1	2	1	4	4	5	4	5	5	4	6	5	4
2	26	4	1	3	2	2	2	2	6	3	3	4	4	4	5	6	6	5	4
2	33	5	2	3	1	1	2	3	2	4	3	5	1	5	6	7	6	5	5
2	36	4	2	6	6	6	4	7	7	2	1	1	1	1	4	4	5	3	3
2	32	4	2	4	6	3	1	6	4	3	4	5	4	6	3	4	5	6	3
1	27	4	2	3	3	2	3	2	2	4	4	5	4	5	5	5	6	3	2
2	23	4	1	6	4	4	2	5	4	1	1	4	3	4	4	3	4	3	1
2	30	4	2	5	7	3	2	6	4	2	1	2	1	4	1	4	6	4	3
2	33	4	2	4	3	2	2	4	3	5	4	6	4	5	6	5	7	7	1
2	29	4	2	4	5	1	2	4	1	6	1	4	5	7	5	4	7	7	1
2	38	2	2	5	5	3	2	2	1	5	4	3	3	5	6	6	5	5	5
2	29	4	2	6	5	5	4	6	3	4	4	5	3	5	5	6	6	6	4
1	25	5	1	4	2	1	2	3	2	2	1	4	4	5	5	5	6	3	1
1	33	4	2	5	5	4	5	4	4	6	6	6	6	6	6	5	6	5	5
1	34	4	2	6	6	3	2	2	2	6	5	6	5	6	7	6	7	6	7
2	24	4	1	3	1	1	3	1	1	5	5	6	5	6	6	7	6	5	6
2	30	4	1	2	5	3	2	4	3	5	4	3	5	5	5	4	6	5	4
2	46	2	2	5	6	3	2	7	5	1	2	1	2	4	3	2	1	3	4
1	30	4	2	4	5	3	3	5	3	3	4	4	3	4	5	5	6	6	4
2	23	3	1	3	5	2	2	3	2	4	2	4	5	5	1	5	2	2	6
1	31	4	2	6	7	6	7	7	6	3	3	4	4	3	5	5	4	7	6
2	32	4	2	5	5	4	5	6	5	3	3	4	4	3	4	3	4	5	3
1	22	4	1	6	5	5	3	5	4	7	2	5	3	6	7	5	6	5	4
1	29	4	2	4	4	4	1	3	3	4	3	4	4	4	5	5	6	6	6
2	43	5	2	5	4	3	2	5	4	2	1	3	1	3	5	4	6	7	3
2	36	3	2	5	5	3	1	1	1	4	4	3	3	6	6	7	7	7	7
2	32	3	2	5	5	3	3	5	4	3	3	2	2	3	3	1	3	4	2
1	18	2	1	5	4	6	1	3	4	2	5	3	1	5	6	5	6	7	7
2	30	4	2	5	5	2	1	7	4	1	3	5	2	4	2	1	4	2	3
1	32	4	1	4	2	1	1	2	2	4	3	4	3	4	3	3	5	3	1
1	26	4	2	6	6	6	5	6	5	3	3	2	4	3	3	3	4	4	2
1	23	3	1	5	5	6	2	3	4	3	3	3	2	4	4	3	5	3	2
1	51	3	1	5	3	2	4	1	1	5	6	7	4	6	5	7	7	6	6
2	26	4	2	5	5	4	3	6	4	3	3	4	5	4	3	4	3	2	1
